user_id,item_id,rating,persona_country,persona_color,persona_price,persona_abv
user_4,Adami Bosco di Gica Prosecco Superiore,5,Portugal,Red Wine,high,medium
user_4,Adriano Marco e Vittorio Sanadaive Barbaresco 2018,5,Portugal,Red Wine,high,medium
user_4,Albert Bichot Cremant de Bourgogne Brut Reserve,3,Portugal,Red Wine,high,medium
user_5,12 Linajes Reserva 2012,4,US,Red Wine,high,medium
user_5,14 Hands Cabernet Sauvignon 2018,4,US,Red Wine,high,medium
user_5,19 Crimes Cabernet Sauvignon 2020,4,US,Red Wine,high,medium
user_5,Acinum Extra Dry Prosecco,3,US,Red Wine,high,medium
user_5,19 Crimes Red Blend 2020,3,US,Red Wine,high,medium
user_5,19 Crimes Snoop Cali Red 2020,4,US,Red Wine,high,medium
user_6,1000 Stories Bourbon Barrel Aged Gold Rush Red 2018,4,Italy,Red Wine,high,medium
user_6,Albert Bichot Cremant de Bourgogne Brut Rose,4,Italy,Red Wine,high,medium
user_6,Aia Vecchia Lagone Toscana 2018,3,Italy,Red Wine,high,medium
user_6,Adami Garbel Brut Prosecco,4,Italy,Red Wine,high,medium
user_6,Adami Bosco di Gica Prosecco Superiore,5,Italy,Red Wine,high,medium
user_6,Albert Bichot Bourgogne Vieilles Vignes Pinot Noir 2020,3,Italy,Red Wine,high,medium
user_6,19 Crimes Snoop Cali Red 2020,5,Italy,Red Wine,high,medium
user_6,12 Linajes Reserva 2012,4,Italy,Red Wine,high,medium
user_6,A to Z Rose Bubbles,4,Italy,Red Wine,high,medium
user_7,Agua de Piedra Gran Seleccion Malbec 2021,5,France,White Wine,high,medium
user_7,19 Crimes The Punishment Pinot Noir 2020,4,France,White Wine,high,medium
user_7,19 Crimes Cabernet Sauvignon 2020,4,France,White Wine,high,medium
user_7,14 Hands Merlot 2018,4,France,White Wine,high,medium
user_7,1924 Sauvignon Blanc 2020,4,France,White Wine,high,medium
user_7,Adriano Marco e Vittorio Sanadaive Barbaresco 2018,4,France,White Wine,high,medium
user_8,19 Crimes Snoop Cali Rose 2020,4,Italy,Red Wine,medium,medium
user_8,1000 Stories Bourbon Barrel Aged Chardonnay 2019,5,Italy,Red Wine,medium,medium
user_8,Aia Vecchia Lagone Toscana 2018,3,Italy,Red Wine,medium,medium
user_9,19 Crimes The Punishment Pinot Noir 2020,3,US,Sparkling & Champagne,low,medium
user_9,Alamos Red Blend 2020,5,US,Sparkling & Champagne,low,medium
user_9,19 Crimes Snoop Cali Rose 2020,4,US,Sparkling & Champagne,low,medium
user_9,19 Crimes Snoop Cali Red 2020,5,US,Sparkling & Champagne,low,medium
user_9,14 Hands Cabernet Sauvignon 2018,3,US,Sparkling & Champagne,low,medium
user_9,A to Z Rose Bubbles,4,US,Sparkling & Champagne,low,medium
user_9,1924 Double Black Red Blend 2020,4,US,Sparkling & Champagne,low,medium
user_9,19 Crimes Red Blend 2020,3,US,Sparkling & Champagne,low,medium
user_9,Alcance Gran Reserva Carmenere 2015,3,US,Sparkling & Champagne,low,medium
user_10,Achaval-Ferrer Quimera 2018,5,US,Red Wine,medium,medium
user_10,7 Deadly Zins Zinfandel 2018,4,US,Red Wine,medium,medium
user_10,19 Crimes Cabernet Sauvignon 2020,4,US,Red Wine,medium,medium
user_10,Alcance Gran Reserva Carmenere 2015,5,US,Red Wine,medium,medium
user_10,Adami Bosco di Gica Prosecco Superiore,4,US,Red Wine,medium,medium
user_11,Adami Bosco di Gica Prosecco Superiore,4,US,Red Wine,high,low
user_11,Acinum Extra Dry Prosecco,3,US,Red Wine,high,low
user_11,Achaval-Ferrer Quimera 2018,4,US,Red Wine,high,low
user_11,Albert Boxler Edelswicker Reserve 2019,4,US,Red Wine,high,low
user_11,Aix Rose 2021,4,US,Red Wine,high,low
user_11,A Mano Primitivo 2019,3,US,Red Wine,high,low
user_11,19 Crimes Martha's Chard 2020,3,US,Red Wine,high,low
user_12,Albert Boxler Pinot Blanc 2016,4,US,White Wine,high,medium
user_12,19 Crimes The Banished Dark Red 2020,5,US,White Wine,high,medium
user_12,Adriano Marco e Vittorio Sanadaive Barbaresco 2018,5,US,White Wine,high,medium
user_12,19 Crimes The Warden 2018,4,US,White Wine,high,medium
user_12,Adami Bosco di Gica Prosecco Superiore,5,US,White Wine,high,medium
user_12,19 Crimes Snoop Cali Red 2020,3,US,White Wine,high,medium
user_12,Alexakis Kotsifali Syrah 2016,4,US,White Wine,high,medium
user_12,19 Crimes Snoop Cali Rose 2020,4,US,White Wine,high,medium
user_12,Adriano Marco e Vittorio Basarin Barbaresco 2018,5,US,White Wine,high,medium
user_12,Acinum Extra Dry Prosecco,4,US,White Wine,high,medium
user_13,Adelsheim Willamette Valley Chardonnay 2019,4,France,Red Wine,low,medium
user_13,1924 Sauvignon Blanc 2020,4,France,Red Wine,low,medium
user_13,Adriano Marco e Vittorio Sanadaive Barbaresco 2018,4,France,Red Wine,low,medium
user_13,19 Crimes Snoop Cali Red 2020,5,France,Red Wine,low,medium
user_13,19 Crimes The Banished Dark Red 2020,5,France,Red Wine,low,medium
user_13,19 Crimes The Punishment Pinot Noir 2020,4,France,Red Wine,low,medium
user_13,Achaval-Ferrer Quimera 2018,4,France,Red Wine,low,medium
user_13,19 Crimes Martha's Chard 2020,4,France,Red Wine,low,medium
user_13,Alcance Gran Reserva Carmenere 2015,4,France,Red Wine,low,medium
user_14,Adami Garbel Brut Prosecco,4,Australia,White Wine,medium,low
user_14,Adami Bosco di Gica Prosecco Superiore,5,Australia,White Wine,medium,low
user_14,Adelsheim Willamette Valley Chardonnay 2019,4,Australia,White Wine,medium,low
user_14,1000 Stories Bourbon Barrel Aged Chardonnay 2019,4,Australia,White Wine,medium,low
user_14,Adriano Marco e Vittorio Sanadaive Barbaresco 2018,4,Australia,White Wine,medium,low
user_14,Albert Bichot Cremant de Bourgogne Brut Reserve,4,Australia,White Wine,medium,low
user_14,Agua de Piedra Gran Seleccion Malbec 2021,5,Australia,White Wine,medium,low
user_14,19 Crimes The Warden 2018,4,Australia,White Wine,medium,low
user_14,A to Z Rose Bubbles,4,Australia,White Wine,medium,low
user_14,19 Crimes Snoop Cali Red 2020,4,Australia,White Wine,medium,low
user_14,Acinum Extra Dry Prosecco,4,Australia,White Wine,medium,low
user_14,Acrobat Pinot Gris 2021,5,Australia,White Wine,medium,low
user_14,19 Crimes Cabernet Sauvignon 2020,4,Australia,White Wine,medium,low
user_15,A to Z Rose Bubbles,4,US,Red Wine,high,medium
user_15,19 Crimes Snoop Cali Red 2020,4,US,Red Wine,high,medium
user_15,A to Z Essence Pinot Noir 2017,4,US,Red Wine,high,medium
user_15,19 Crimes Red Blend 2020,3,US,Red Wine,high,medium
user_15,19 Crimes The Punishment Pinot Noir 2020,4,US,Red Wine,high,medium
user_15,19 Crimes Snoop Cali Rose 2020,4,US,Red Wine,high,medium
user_15,Acrobat Pinot Gris 2021,4,US,Red Wine,high,medium
user_15,Abbazia di Novacella Kerner 2021,4,US,Red Wine,high,medium
user_15,7 Deadly Zins Zinfandel 2018,4,US,Red Wine,high,medium
user_15,Adami Garbel Brut Prosecco,4,US,Red Wine,high,medium
user_15,Alcance Gran Reserva Carmenere 2015,4,US,Red Wine,high,medium
user_15,Adami Bosco di Gica Prosecco Superiore,4,US,Red Wine,high,medium
user_16,19 Crimes The Banished Dark Red 2020,4,US,Red Wine,low,medium
user_16,Alcance Gran Reserva Carmenere 2015,4,US,Red Wine,low,medium
user_16,Agua de Piedra Gran Seleccion Malbec 2021,5,US,Red Wine,low,medium
user_16,Acinum Extra Dry Prosecco,4,US,Red Wine,low,medium
user_16,12 Linajes Crianza 2014,4,US,Red Wine,low,medium
user_16,19 Crimes Snoop Cali Red 2020,5,US,Red Wine,low,medium
user_16,19 Crimes The Uprising 2020,4,US,Red Wine,low,medium
user_16,Adami Garbel Brut Prosecco,4,US,Red Wine,low,medium
user_16,Abbazia di Novacella Kerner 2021,4,US,Red Wine,low,medium
user_16,Adami Bosco di Gica Prosecco Superiore,5,US,Red Wine,low,medium
user_16,Abacela Albarino 2021,4,US,Red Wine,low,medium
user_16,Adriano Marco e Vittorio Sanadaive Barbaresco 2018,4,US,Red Wine,low,medium
user_17,A to Z Essence Pinot Noir 2017,4,US,Red Wine,high,medium
user_17,19 Crimes The Block Sauvignon Blanc 2020,3,US,Red Wine,high,medium
user_17,Adriano Marco e Vittorio Basarin Barbaresco 2018,5,US,Red Wine,high,medium
user_17,Aix Rose 2021,3,US,Red Wine,high,medium
user_17,19 Crimes Red Blend 2020,4,US,Red Wine,high,medium
user_17,Albino Rocca Barbaresco 2015,4,US,Red Wine,high,medium
user_17,19 Crimes Cabernet Sauvignon 2020,4,US,Red Wine,high,medium
user_17,Adami Bosco di Gica Prosecco Superiore,5,US,Red Wine,high,medium
user_17,1849 Anonymous Napa Valley Red 2017,4,US,Red Wine,high,medium
user_17,Albert Bichot Bourgogne Vieilles Vignes Pinot Noir 2020,3,US,Red Wine,high,medium
user_17,Albert Boxler Chasselas 2017,4,US,Red Wine,high,medium
user_17,19 Crimes The Uprising 2020,4,US,Red Wine,high,medium
user_18,12 Linajes Reserva 2012,3,US,Pink and Rosé,low,medium
user_18,Adami Bosco di Gica Prosecco Superiore,5,US,Pink and Rosé,low,medium
user_18,12 Linajes Crianza 2014,4,US,Pink and Rosé,low,medium
user_18,1849 Anonymous Napa Valley Red 2017,3,US,Pink and Rosé,low,medium
user_18,Abacela Albarino 2021,4,US,Pink and Rosé,low,medium
user_18,Albert Bichot Cremant de Bourgogne Brut Reserve,4,US,Pink and Rosé,low,medium
user_19,1924 Sauvignon Blanc 2020,4,US,White Wine,medium,medium
user_19,19 Crimes The Banished Dark Red 2020,4,US,White Wine,medium,medium
user_19,14 Hands Cabernet Sauvignon 2018,3,US,White Wine,medium,medium
user_19,Adriano Marco e Vittorio Sanadaive Barbaresco 2018,4,US,White Wine,medium,medium
user_19,Adami Bosco di Gica Prosecco Superiore,5,US,White Wine,medium,medium
user_20,Alcance Gran Reserva Carmenere 2015,4,Spain,Red Wine,high,medium
user_20,19 Crimes Red Blend 2020,4,Spain,Red Wine,high,medium
user_20,19 Crimes The Uprising 2020,4,Spain,Red Wine,high,medium
user_20,Aix Rose 2021,3,Spain,Red Wine,high,medium
user_20,Albert Bichot Cremant de Bourgogne Brut Rose,4,Spain,Red Wine,high,medium
user_20,1924 Scotch Barrel Aged Chardonnay 2018,4,Spain,Red Wine,high,medium
user_20,19 Crimes Snoop Cali Red 2020,5,Spain,Red Wine,high,medium
user_21,Adami Bosco di Gica Prosecco Superiore,4,Chile,Red Wine,high,medium
user_21,19 Crimes Cabernet Sauvignon 2020,4,Chile,Red Wine,high,medium
user_21,7 Deadly Zins Zinfandel 2018,4,Chile,Red Wine,high,medium
user_21,19 Crimes Snoop Cali Red 2020,4,Chile,Red Wine,high,medium
user_21,1000 Stories Bourbon Barrel Aged Gold Rush Red 2018,4,Chile,Red Wine,high,medium
user_22,19 Crimes Cabernet Sauvignon 2020,4,US,Red Wine,medium,medium
user_22,Adami Bosco di Gica Prosecco Superiore,4,US,Red Wine,medium,medium
user_22,Achaval-Ferrer Mendoza Cabernet Sauvignon 2018,3,US,Red Wine,medium,medium
user_22,12 Linajes Crianza 2014,4,US,Red Wine,medium,medium
user_22,19 Crimes Snoop Cali Red 2020,5,US,Red Wine,medium,medium
user_23,Acinum Extra Dry Prosecco,4,Argentina,Red Wine,high,medium
user_23,19 Crimes Hard Chard 2021,3,Argentina,Red Wine,high,medium
user_23,Adami Bosco di Gica Prosecco Superiore,5,Argentina,Red Wine,high,medium
user_23,1924 Double Black Red Blend 2020,4,Argentina,Red Wine,high,medium
user_23,14 Hands Cabernet Sauvignon 2018,3,Argentina,Red Wine,high,medium
user_23,1924 Sauvignon Blanc 2020,4,Argentina,Red Wine,high,medium
user_23,19 Crimes Snoop Cali Rose 2020,4,Argentina,Red Wine,high,medium
user_24,Adriano Marco e Vittorio Basarin Barbaresco 2018,5,Spain,Red Wine,low,medium
user_24,Agua de Piedra Gran Seleccion Malbec 2021,5,Spain,Red Wine,low,medium
user_25,Acinum Extra Dry Prosecco,4,France,Red Wine,high,medium
user_25,A to Z Rose Bubbles,4,France,Red Wine,high,medium
user_25,Albert Boxler Pinot Gris Grand Cru Brand 2016,5,France,Red Wine,high,medium
user_25,19 Crimes Red Blend 2020,4,France,Red Wine,high,medium
user_25,19 Crimes Snoop Cali Red 2020,5,France,Red Wine,high,medium
user_25,A to Z Pinot Noir 2019,5,France,Red Wine,high,medium
user_25,Achaval-Ferrer Mendoza Malbec 2019,5,France,Red Wine,high,medium
user_25,19 Crimes Snoop Cali Rose 2020,3,France,Red Wine,high,medium
user_26,Adriano Marco e Vittorio Sanadaive Barbaresco 2018,4,US,White Wine,high,medium
user_26,Adriano Marco e Vittorio Basarin Barbaresco 2018,4,US,White Wine,high,medium
user_26,Adobe Road The Shift Red Blend 2016,5,US,White Wine,high,medium
user_26,19 Crimes Red Blend 2020,3,US,White Wine,high,medium
user_26,19 Crimes Snoop Cali Red 2020,4,US,White Wine,high,medium
user_26,Albert Bichot Cremant de Bourgogne Brut Rose,5,US,White Wine,high,medium
user_26,Albert Boxler Pinot Blanc 2016,3,US,White Wine,high,medium
user_26,Acinum Extra Dry Prosecco,4,US,White Wine,high,medium
user_27,A to Z Pinot Noir 2019,4,Austria,Red Wine,high,medium
user_27,7 Moons Red Blend 2020,5,Austria,Red Wine,high,medium
user_27,19 Crimes The Block Sauvignon Blanc 2020,3,Austria,Red Wine,high,medium
user_27,Adami Bosco di Gica Prosecco Superiore,4,Austria,Red Wine,high,medium
user_27,Albert Bichot Cremant de Bourgogne Brut Rose,4,Austria,Red Wine,high,medium
user_27,19 Crimes Cabernet Sauvignon 2020,4,Austria,Red Wine,high,medium
user_27,Achaval-Ferrer Quimera 2018,4,Austria,Red Wine,high,medium
user_28,Adriano Marco e Vittorio Basarin Barbaresco 2018,5,US,Red Wine,high,medium
user_28,Acinum Extra Dry Prosecco,3,US,Red Wine,high,medium
user_28,12 Linajes Reserva 2012,4,US,Red Wine,high,medium
user_28,Alexakis Kotsifali Syrah 2016,3,US,Red Wine,high,medium
user_28,19 Crimes Red Blend 2020,4,US,Red Wine,high,medium
user_28,19 Crimes Snoop Cali Red 2020,4,US,Red Wine,high,medium
user_29,7 Deadly Zins Zinfandel 2018,4,Australia,White Wine,medium,medium
user_29,Albert Bichot Cremant de Bourgogne Brut Reserve,4,Australia,White Wine,medium,medium
user_29,12 Linajes Reserva 2012,3,Australia,White Wine,medium,medium
user_29,Adriano Marco e Vittorio Basarin Barbaresco 2018,4,Australia,White Wine,medium,medium
user_29,Achaval-Ferrer Quimera 2018,4,Australia,White Wine,medium,medium
user_29,1000 Stories Bourbon Barrel Aged Zinfandel 2020,4,Australia,White Wine,medium,medium
user_29,Adami Garbel Brut Prosecco,4,Australia,White Wine,medium,medium
user_29,A to Z Rose Bubbles,4,Australia,White Wine,medium,medium
user_29,Albert Boxler Chasselas 2017,4,Australia,White Wine,medium,medium
user_30,Aia Vecchia Lagone Toscana 2018,3,Portugal,Red Wine,low,medium
user_30,A to Z Pinot Noir 2019,4,Portugal,Red Wine,low,medium
user_30,19 Crimes Snoop Cali Red 2020,5,Portugal,Red Wine,low,medium
user_30,Adobe Road The Shift Red Blend 2016,5,Portugal,Red Wine,low,medium
user_30,Alcance Gran Reserva Carmenere 2015,4,Portugal,Red Wine,low,medium
user_31,Acrobat Pinot Gris 2021,4,Portugal,White Wine,high,medium
user_31,Adami Garbel Brut Prosecco,4,Portugal,White Wine,high,medium
user_31,100 Nails Ranch Cabernet Sauvignon 2018,4,Portugal,White Wine,high,medium
user_31,19 Crimes Hard Chard 2021,3,Portugal,White Wine,high,medium
user_31,Adriano Marco e Vittorio Sanadaive Barbaresco 2018,4,Portugal,White Wine,high,medium
user_31,19 Crimes Cabernet Sauvignon 2020,4,Portugal,White Wine,high,medium
user_31,Adami Bosco di Gica Prosecco Superiore,5,Portugal,White Wine,high,medium
user_31,19 Crimes Snoop Cali Rose 2020,4,Portugal,White Wine,high,medium
user_31,19 Crimes Red Blend 2020,3,Portugal,White Wine,high,medium
user_31,Albert Boxler Pinot Blanc 2016,4,Portugal,White Wine,high,medium
user_31,A to Z Rose Bubbles,4,Portugal,White Wine,high,medium
user_31,Albert Boxler Chasselas 2017,4,Portugal,White Wine,high,medium
user_31,19 Crimes The Uprising 2020,4,Portugal,White Wine,high,medium
user_32,Adami Garbel Brut Prosecco,4,US,Red Wine,low,medium
user_32,Acinum Extra Dry Prosecco,3,US,Red Wine,low,medium
user_32,Alain Brumont Chateau Bouscasse Madiran 2016,4,US,Red Wine,low,medium
user_32,1000 Stories Bourbon Barrel Aged Gold Rush Red 2018,4,US,Red Wine,low,medium
user_32,19 Crimes The Punishment Pinot Noir 2020,5,US,Red Wine,low,medium
user_32,Adami Bosco di Gica Prosecco Superiore,4,US,Red Wine,low,medium
user_33,Adami Bosco di Gica Prosecco Superiore,4,US,Red Wine,high,medium
user_33,Adriano Marco e Vittorio Sanadaive Barbaresco 2018,4,US,Red Wine,high,medium
user_33,Agua de Piedra Gran Seleccion Malbec 2021,5,US,Red Wine,high,medium
user_33,Albert Boxler Gewurztraminer Grand Cru Brand 2016,4,US,Red Wine,high,medium
user_33,19 Crimes Cabernet Sauvignon 2020,4,US,Red Wine,high,medium
user_33,19 Crimes Snoop Cali Red 2020,4,US,Red Wine,high,medium
user_33,19 Crimes The Uprising 2020,4,US,Red Wine,high,medium
user_33,19 Crimes Martha's Chard 2020,4,US,Red Wine,high,medium
user_33,Albert Boxler Pinot Blanc 2016,3,US,Red Wine,high,medium
user_34,Adami Garbel Brut Prosecco,4,US,Red Wine,low,medium
user_34,19 Crimes Snoop Cali Red 2020,4,US,Red Wine,low,medium
user_34,19 Crimes Snoop Cali Rose 2020,3,US,Red Wine,low,medium
user_34,Adami Bosco di Gica Prosecco Superiore,5,US,Red Wine,low,medium
user_34,19 Crimes Martha's Chard 2020,3,US,Red Wine,low,medium
user_34,Adobe Road The Shift Red Blend 2016,5,US,Red Wine,low,medium
user_34,19 Crimes The Uprising 2020,4,US,Red Wine,low,medium
user_34,A to Z Rose Bubbles,4,US,Red Wine,low,medium
user_35,19 Crimes Red Blend 2020,4,France,White Wine,high,high
user_35,19 Crimes The Uprising 2020,4,France,White Wine,high,high
user_35,Adami Bosco di Gica Prosecco Superiore,5,France,White Wine,high,high
user_36,Adami Bosco di Gica Prosecco Superiore,4,New Zealand,Red Wine,medium,medium
user_36,1000 Stories Bourbon Barrel Aged Zinfandel 2020,4,New Zealand,Red Wine,medium,medium
user_36,Adriano Marco e Vittorio Basarin Barbaresco 2018,5,New Zealand,Red Wine,medium,medium
user_36,Albert Bichot Cremant de Bourgogne Brut Rose,4,New Zealand,Red Wine,medium,medium
user_36,Albert Boxler Pinot Gris Grand Cru Brand 2016,4,New Zealand,Red Wine,medium,medium
user_37,19 Crimes The Punishment Pinot Noir 2020,4,US,Red Wine,medium,medium
user_37,19 Crimes The Uprising 2020,4,US,Red Wine,medium,medium
user_37,Adriano Marco e Vittorio Basarin Barbaresco 2018,4,US,Red Wine,medium,medium
user_37,Acrobat Pinot Noir 2019,3,US,Red Wine,medium,medium
user_37,12 Linajes Reserva 2012,4,US,Red Wine,medium,medium
user_37,19 Crimes Snoop Cali Red 2020,4,US,Red Wine,medium,medium
user_38,Adami Garbel Brut Prosecco,4,US,Red Wine,low,medium
user_38,1000 Stories Bourbon Barrel Aged Gold Rush Red 2018,4,US,Red Wine,low,medium
user_38,Adriano Marco e Vittorio Basarin Barbaresco 2018,4,US,Red Wine,low,medium
user_38,Adami Bosco di Gica Prosecco Superiore,5,US,Red Wine,low,medium
user_38,Adriano Marco e Vittorio Sanadaive Barbaresco 2018,4,US,Red Wine,low,medium
user_38,19 Crimes Red Blend 2020,4,US,Red Wine,low,medium
user_38,Albert Bichot Cremant de Bourgogne Brut Rose,4,US,Red Wine,low,medium
user_38,19 Crimes The Uprising 2020,4,US,Red Wine,low,medium
user_38,Alcance Gran Reserva Carmenere 2015,5,US,Red Wine,low,medium
user_39,Alcance Gran Reserva Carmenere 2015,4,US,Red Wine,low,medium
user_39,1000 Stories Bourbon Barrel Aged Chardonnay 2019,4,US,Red Wine,low,medium
user_39,19 Crimes Snoop Cali Red 2020,5,US,Red Wine,low,medium
user_39,Acinum Extra Dry Prosecco,4,US,Red Wine,low,medium
user_39,Adami Garbel Brut Prosecco,4,US,Red Wine,low,medium
user_40,Adami Bosco di Gica Prosecco Superiore,5,Italy,White Wine,high,medium
user_40,19 Crimes Hard Chard 2021,3,Italy,White Wine,high,medium
user_40,Acinum Extra Dry Prosecco,4,Italy,White Wine,high,medium
user_40,19 Crimes Snoop Cali Red 2020,4,Italy,White Wine,high,medium
user_40,19 Crimes The Punishment Pinot Noir 2020,3,Italy,White Wine,high,medium
user_40,Adriano Marco e Vittorio Basarin Barbaresco 2018,4,Italy,White Wine,high,medium
user_40,Adelsheim Staking Claim Chardonnay 2017,4,Italy,White Wine,high,medium
user_41,Adami Bosco di Gica Prosecco Superiore,5,US,White Wine,medium,medium
user_41,A to Z Pinot Noir 2019,4,US,White Wine,medium,medium
user_41,19 Crimes Martha's Chard 2020,4,US,White Wine,medium,medium
user_41,19 Crimes Cabernet Sauvignon 2020,4,US,White Wine,medium,medium
user_41,Adami Garbel Brut Prosecco,4,US,White Wine,medium,medium
user_42,19 Crimes Red Blend 2020,4,US,White Wine,high,medium
user_42,1000 Stories Bourbon Barrel Aged Chardonnay 2019,4,US,White Wine,high,medium
user_42,Adami Bosco di Gica Prosecco Superiore,4,US,White Wine,high,medium
user_42,Albert Boxler Pinot Blanc 2016,4,US,White Wine,high,medium
user_42,Acrobat Pinot Gris 2021,4,US,White Wine,high,medium
user_42,Agricola de Borja Vina Borgia 2020,4,US,White Wine,high,medium
user_42,12 Linajes Reserva 2012,4,US,White Wine,high,medium
user_42,Acinum Extra Dry Prosecco,3,US,White Wine,high,medium
user_42,19 Crimes Snoop Cali Rose 2020,4,US,White Wine,high,medium
user_43,19 Crimes Cabernet Sauvignon 2020,4,US,Red Wine,medium,medium
user_43,Adelsheim Staking Claim Chardonnay 2017,4,US,Red Wine,medium,medium
user_43,19 Crimes Snoop Cali Red 2020,4,US,Red Wine,medium,medium
user_43,14 Hands Cabernet Sauvignon 2018,3,US,Red Wine,medium,medium
user_43,Adami Bosco di Gica Prosecco Superiore,4,US,Red Wine,medium,medium
user_43,Aix Rose 2021,4,US,Red Wine,medium,medium
user_43,Acinum Extra Dry Prosecco,4,US,Red Wine,medium,medium
user_43,Adami Garbel Brut Prosecco,4,US,Red Wine,medium,medium
user_44,Adami Bosco di Gica Prosecco Superiore,4,France,Red Wine,medium,medium
user_44,Albert Bichot Cremant de Bourgogne Brut Reserve,4,France,Red Wine,medium,medium
user_44,19 Crimes Red Blend 2020,4,France,Red Wine,medium,medium
user_44,19 Crimes The Punishment Pinot Noir 2020,4,France,Red Wine,medium,medium
user_44,Adriano Marco e Vittorio Basarin Barbaresco 2018,4,France,Red Wine,medium,medium
user_44,Adami Garbel Brut Prosecco,4,France,Red Wine,medium,medium
user_44,Acinum Extra Dry Prosecco,4,France,Red Wine,medium,medium
user_44,19 Crimes Snoop Cali Red 2020,4,France,Red Wine,medium,medium
user_45,Aia Vecchia Vermentino 2021,3,Italy,Red Wine,low,medium
user_45,19 Crimes Red Blend 2020,4,Italy,Red Wine,low,medium
user_45,Alessandro & Gian Natale Fantino Barbera d'Alba Superiore 2017,4,Italy,Red Wine,low,medium
user_45,Adami Bosco di Gica Prosecco Superiore,5,Italy,Red Wine,low,medium
user_45,Adami Garbel Brut Prosecco,4,Italy,Red Wine,low,medium
user_45,Aix Rose 2021,3,Italy,Red Wine,low,medium
user_45,1000 Stories Bourbon Barrel Aged Gold Rush Red 2018,4,Italy,Red Wine,low,medium
user_45,19 Crimes Cabernet Sauvignon 2020,4,Italy,Red Wine,low,medium
user_45,1000 Stories Bourbon Barrel Aged Zinfandel 2020,4,Italy,Red Wine,low,medium
user_46,Alamos Cabernet Sauvignon 2020,3,US,Red Wine,low,medium
user_46,Achaval-Ferrer Mendoza Malbec 2019,5,US,Red Wine,low,medium
user_46,Albino Rocca Barbaresco 2015,4,US,Red Wine,low,medium
user_46,Aix Rose 2021,4,US,Red Wine,low,medium
user_46,Adriano Marco e Vittorio Basarin Barbaresco 2018,4,US,Red Wine,low,medium
user_46,Adami Bosco di Gica Prosecco Superiore,5,US,Red Wine,low,medium
user_46,Acinum Extra Dry Prosecco,4,US,Red Wine,low,medium
user_46,19 Crimes Snoop Cali Red 2020,4,US,Red Wine,low,medium
user_46,19 Crimes The Punishment Pinot Noir 2020,4,US,Red Wine,low,medium
user_47,Adobe Road The Shift Red Blend 2016,4,US,White Wine,low,medium
user_47,1000 Stories Bourbon Barrel Aged Gold Rush Red 2018,4,US,White Wine,low,medium
user_47,Acinum Extra Dry Prosecco,4,US,White Wine,low,medium
user_47,14 Hands Cabernet Sauvignon 2018,4,US,White Wine,low,medium
user_47,Adami Bosco di Gica Prosecco Superiore,5,US,White Wine,low,medium
user_47,19 Crimes Snoop Cali Red 2020,4,US,White Wine,low,medium
user_47,Alamos Cabernet Sauvignon 2020,4,US,White Wine,low,medium
user_47,Adriano Marco e Vittorio Sanadaive Barbaresco 2018,4,US,White Wine,low,medium
user_48,19 Crimes Snoop Cali Red 2020,4,France,Red Wine,high,medium
user_48,Adriano Marco e Vittorio Sanadaive Barbaresco 2018,4,France,Red Wine,high,medium
user_48,14 Hands Cabernet Sauvignon 2018,4,France,Red Wine,high,medium
