user_id,item_id,rating,persona_country,persona_color,persona_price,persona_abv,variety,country_norm,color_simple,price_level,abv_level,ABV,Ratings,Ratingsnum,Prices
user_4,19 Crimes Snoop Cali Red 2020,4,Portugal,Red Wine,high,medium,Other Red Blends,US,Red Wine,low,medium,0.0,4.3,126,13.99
user_4,1000 Stories Bourbon Barrel Aged Gold Rush Red 2018,4,Portugal,Red Wine,high,medium,Other Red Blends,US,Red Wine,low,high,14.5,3.7,12,19.99
user_4,Adami Bosco di Gica Prosecco Superiore,5,Portugal,Red Wine,high,medium,"""Non-Vintage Sparkling Wine",US,Sparkling & Champagne,low,medium,,4.3,142,19.99
user_4,Adriano Marco e Vittorio Sanadaive Barbaresco 2018,5,Portugal,Red Wine,high,medium,"""Nebbiolo",US,Red Wine,medium,medium,,4.4,59,31.99
user_4,Albert Bichot Cremant de Bourgogne Brut Reserve,3,Portugal,Red Wine,high,medium,"""Non-Vintage Sparkling Wine",France,Sparkling & Champagne,medium,medium,,3.9,25,26.99
user_5,12 Linajes Reserva 2012,4,US,Red Wine,high,medium,"""Tempranillo",Spain,Red Wine,medium,medium,,3.9,33,39.99
user_5,14 Hands Cabernet Sauvignon 2018,4,US,Red Wine,high,medium,"""Cabernet Sauvignon",US,Red Wine,low,medium,,3.7,31,11.99
user_5,19 Crimes Cabernet Sauvignon 2020,4,US,Red Wine,high,medium,Cabernet Sauvignon,Australia,Red Wine,low,medium,0.0,3.9,68,10.99
user_5,Acinum Extra Dry Prosecco,3,US,Red Wine,high,medium,"""Non-Vintage Sparkling Wine",US,Sparkling & Champagne,low,medium,,3.8,90,13.99
user_5,19 Crimes Red Blend 2020,3,US,Red Wine,high,medium,Other Red Blends,Australia,Red Wine,low,medium,0.0,3.9,50,9.99
user_5,19 Crimes Snoop Cali Red 2020,4,US,Red Wine,high,medium,Other Red Blends,US,Red Wine,low,medium,0.0,4.3,126,13.99
user_6,1000 Stories Bourbon Barrel Aged Gold Rush Red 2018,4,Italy,Red Wine,high,medium,Other Red Blends,US,Red Wine,low,high,14.5,3.7,12,19.99
user_6,Albert Bichot Cremant de Bourgogne Brut Rose,4,Italy,Red Wine,high,medium,"""Sparkling Rosé",France,Sparkling & Champagne,medium,medium,,4.1,30,39.99
user_6,Aia Vecchia Lagone Toscana 2018,3,Italy,Red Wine,high,medium,"""Bordeaux Red Blends",France,Red Wine,low,medium,,3.8,35,17.99
user_6,Adami Garbel Brut Prosecco,4,Italy,Red Wine,high,medium,"""Non-Vintage Sparkling Wine",US,Sparkling & Champagne,low,medium,,4.1,72,15.99
user_6,Adami Bosco di Gica Prosecco Superiore,5,Italy,Red Wine,high,medium,"""Non-Vintage Sparkling Wine",US,Sparkling & Champagne,low,medium,,4.3,142,19.99
user_6,Albert Bichot Bourgogne Vieilles Vignes Pinot Noir 2020,3,Italy,Red Wine,high,medium,"""Pinot Noir",France,Red Wine,medium,medium,,3.5,6,25.99
user_6,19 Crimes Snoop Cali Red 2020,5,Italy,Red Wine,high,medium,Other Red Blends,US,Red Wine,low,medium,0.0,4.3,126,13.99
user_6,12 Linajes Reserva 2012,4,Italy,Red Wine,high,medium,"""Tempranillo",Spain,Red Wine,medium,medium,,3.9,33,39.99
user_6,A to Z Rose Bubbles,4,Italy,Red Wine,high,medium,Sparkling Rosé,US,Sparkling & Champagne,low,medium,12.5,3.9,48,18.99
user_7,Agua de Piedra Gran Seleccion Malbec 2021,5,France,White Wine,high,medium,"""Malbec",US,Red Wine,low,medium,,4.9,23,14.99
user_7,19 Crimes The Punishment Pinot Noir 2020,4,France,White Wine,high,medium,Pinot Noir,Australia,Red Wine,low,medium,13.5,3.7,31,9.99
user_7,19 Crimes Cabernet Sauvignon 2020,4,France,White Wine,high,medium,Cabernet Sauvignon,Australia,Red Wine,low,medium,0.0,3.9,68,10.99
user_7,14 Hands Merlot 2018,4,France,White Wine,high,medium,"""Merlot",US,Red Wine,low,medium,,3.8,11,11.99
user_7,1924 Sauvignon Blanc 2020,4,France,White Wine,high,medium,Sauvignon Blanc,US,White Wine,low,medium,13.0,3.6,12,14.99
user_7,Adriano Marco e Vittorio Sanadaive Barbaresco 2018,4,France,White Wine,high,medium,"""Nebbiolo",US,Red Wine,medium,medium,,4.4,59,31.99
user_8,19 Crimes Snoop Cali Rose 2020,4,Italy,Red Wine,medium,medium,Rosé,US,Red Wine,low,low,10.5,3.9,32,13.99
user_8,1000 Stories Bourbon Barrel Aged Chardonnay 2019,5,Italy,Red Wine,medium,medium,Chardonnay,US,White Wine,low,high,14.4,4.4,10,19.99
user_8,Aia Vecchia Lagone Toscana 2018,3,Italy,Red Wine,medium,medium,"""Bordeaux Red Blends",France,Red Wine,low,medium,,3.8,35,17.99
user_9,19 Crimes The Punishment Pinot Noir 2020,3,US,Sparkling & Champagne,low,medium,Pinot Noir,Australia,Red Wine,low,medium,13.5,3.7,31,9.99
user_9,Alamos Red Blend 2020,5,US,Sparkling & Champagne,low,medium,"""Other Red Blends",US,Red Wine,low,medium,,4.3,8,11.99
user_9,19 Crimes Snoop Cali Rose 2020,4,US,Sparkling & Champagne,low,medium,Rosé,US,Red Wine,low,low,10.5,3.9,32,13.99
user_9,19 Crimes Snoop Cali Red 2020,5,US,Sparkling & Champagne,low,medium,Other Red Blends,US,Red Wine,low,medium,0.0,4.3,126,13.99
user_9,14 Hands Cabernet Sauvignon 2018,3,US,Sparkling & Champagne,low,medium,"""Cabernet Sauvignon",US,Red Wine,low,medium,,3.7,31,11.99
user_9,A to Z Rose Bubbles,4,US,Sparkling & Champagne,low,medium,Sparkling Rosé,US,Sparkling & Champagne,low,medium,12.5,3.9,48,18.99
user_9,1924 Double Black Red Blend 2020,4,US,Sparkling & Champagne,low,medium,Other Red Blends,US,Red Wine,low,medium,0.0,4.3,9,11.99
user_9,19 Crimes Red Blend 2020,3,US,Sparkling & Champagne,low,medium,Other Red Blends,Australia,Red Wine,low,medium,0.0,3.9,50,9.99
user_9,Alcance Gran Reserva Carmenere 2015,3,US,Sparkling & Champagne,low,medium,Carmenere,Chile,Red Wine,medium,high,14.5,3.9,24,25.99
user_10,Achaval-Ferrer Quimera 2018,5,US,Red Wine,medium,medium,"""Bordeaux Red Blends",France,Red Wine,medium,medium,,4.2,18,39.99
user_10,7 Deadly Zins Zinfandel 2018,4,US,Red Wine,medium,medium,"""Zinfandel",US,Red Wine,low,medium,,3.8,18,14.99
user_10,19 Crimes Cabernet Sauvignon 2020,4,US,Red Wine,medium,medium,Cabernet Sauvignon,Australia,Red Wine,low,medium,0.0,3.9,68,10.99
user_10,Alcance Gran Reserva Carmenere 2015,5,US,Red Wine,medium,medium,Carmenere,Chile,Red Wine,medium,high,14.5,3.9,24,25.99
user_10,Adami Bosco di Gica Prosecco Superiore,4,US,Red Wine,medium,medium,"""Non-Vintage Sparkling Wine",US,Sparkling & Champagne,low,medium,,4.3,142,19.99
user_11,Adami Bosco di Gica Prosecco Superiore,4,US,Red Wine,high,low,"""Non-Vintage Sparkling Wine",US,Sparkling & Champagne,low,medium,,4.3,142,19.99
user_11,Acinum Extra Dry Prosecco,3,US,Red Wine,high,low,"""Non-Vintage Sparkling Wine",US,Sparkling & Champagne,low,medium,,3.8,90,13.99
user_11,Achaval-Ferrer Quimera 2018,4,US,Red Wine,high,low,"""Bordeaux Red Blends",France,Red Wine,medium,medium,,4.2,18,39.99
user_11,Albert Boxler Edelswicker Reserve 2019,4,US,Red Wine,high,low,"""Other White Blends",US,White Wine,medium,medium,,4.5,6,33.99
user_11,Aix Rose 2021,4,US,Red Wine,high,low,"""Rosé",US,Red Wine,medium,medium,,3.7,23,20.99
user_11,A Mano Primitivo 2019,3,US,Red Wine,high,low,"""Primitivo",US,Red Wine,low,medium,,3.0,8,14.99
user_11,19 Crimes Martha's Chard 2020,3,US,Red Wine,high,low,Chardonnay,US,White Wine,low,medium,13.8,3.8,24,13.99
user_12,Albert Boxler Pinot Blanc 2016,4,US,White Wine,high,medium,"""Pinot Blanc",US,White Wine,medium,medium,,3.6,12,42.99
user_12,19 Crimes The Banished Dark Red 2020,5,US,White Wine,high,medium,Other Red Blends,Australia,Red Wine,low,medium,0.0,4.2,32,16.99
user_12,Adriano Marco e Vittorio Sanadaive Barbaresco 2018,5,US,White Wine,high,medium,"""Nebbiolo",US,Red Wine,medium,medium,,4.4,59,31.99
user_12,19 Crimes The Warden 2018,4,US,White Wine,high,medium,"""Syrah/Shiraz",Australia,Red Wine,medium,medium,,3.7,12,20.99
user_12,Adami Bosco di Gica Prosecco Superiore,5,US,White Wine,high,medium,"""Non-Vintage Sparkling Wine",US,Sparkling & Champagne,low,medium,,4.3,142,19.99
user_12,19 Crimes Snoop Cali Red 2020,3,US,White Wine,high,medium,Other Red Blends,US,Red Wine,low,medium,0.0,4.3,126,13.99
user_12,Alexakis Kotsifali Syrah 2016,4,US,White Wine,high,medium,"""Other Red Blends",US,Red Wine,medium,medium,,3.3,10,21.99
user_12,19 Crimes Snoop Cali Rose 2020,4,US,White Wine,high,medium,Rosé,US,Red Wine,low,low,10.5,3.9,32,13.99
user_12,Adriano Marco e Vittorio Basarin Barbaresco 2018,5,US,White Wine,high,medium,"""Nebbiolo",US,Red Wine,medium,medium,,4.4,56,32.99
user_12,Acinum Extra Dry Prosecco,4,US,White Wine,high,medium,"""Non-Vintage Sparkling Wine",US,Sparkling & Champagne,low,medium,,3.8,90,13.99
user_13,Adelsheim Willamette Valley Chardonnay 2019,4,France,Red Wine,low,medium,"""Chardonnay",US,White Wine,medium,medium,,4.0,5,27.99
user_13,1924 Sauvignon Blanc 2020,4,France,Red Wine,low,medium,Sauvignon Blanc,US,White Wine,low,medium,13.0,3.6,12,14.99
user_13,Adriano Marco e Vittorio Sanadaive Barbaresco 2018,4,France,Red Wine,low,medium,"""Nebbiolo",US,Red Wine,medium,medium,,4.4,59,31.99
user_13,19 Crimes Snoop Cali Red 2020,5,France,Red Wine,low,medium,Other Red Blends,US,Red Wine,low,medium,0.0,4.3,126,13.99
user_13,19 Crimes The Banished Dark Red 2020,5,France,Red Wine,low,medium,Other Red Blends,Australia,Red Wine,low,medium,0.0,4.2,32,16.99
user_13,19 Crimes The Punishment Pinot Noir 2020,4,France,Red Wine,low,medium,Pinot Noir,Australia,Red Wine,low,medium,13.5,3.7,31,9.99
user_13,Achaval-Ferrer Quimera 2018,4,France,Red Wine,low,medium,"""Bordeaux Red Blends",France,Red Wine,medium,medium,,4.2,18,39.99
user_13,19 Crimes Martha's Chard 2020,4,France,Red Wine,low,medium,Chardonnay,US,White Wine,low,medium,13.8,3.8,24,13.99
user_13,Alcance Gran Reserva Carmenere 2015,4,France,Red Wine,low,medium,Carmenere,Chile,Red Wine,medium,high,14.5,3.9,24,25.99
user_14,Adami Garbel Brut Prosecco,4,Australia,White Wine,medium,low,"""Non-Vintage Sparkling Wine",US,Sparkling & Champagne,low,medium,,4.1,72,15.99
user_14,Adami Bosco di Gica Prosecco Superiore,5,Australia,White Wine,medium,low,"""Non-Vintage Sparkling Wine",US,Sparkling & Champagne,low,medium,,4.3,142,19.99
user_14,Adelsheim Willamette Valley Chardonnay 2019,4,Australia,White Wine,medium,low,"""Chardonnay",US,White Wine,medium,medium,,4.0,5,27.99
user_14,1000 Stories Bourbon Barrel Aged Chardonnay 2019,4,Australia,White Wine,medium,low,Chardonnay,US,White Wine,low,high,14.4,4.4,10,19.99
user_14,Adriano Marco e Vittorio Sanadaive Barbaresco 2018,4,Australia,White Wine,medium,low,"""Nebbiolo",US,Red Wine,medium,medium,,4.4,59,31.99
user_14,Albert Bichot Cremant de Bourgogne Brut Reserve,4,Australia,White Wine,medium,low,"""Non-Vintage Sparkling Wine",France,Sparkling & Champagne,medium,medium,,3.9,25,26.99
user_14,Agua de Piedra Gran Seleccion Malbec 2021,5,Australia,White Wine,medium,low,"""Malbec",US,Red Wine,low,medium,,4.9,23,14.99
user_14,19 Crimes The Warden 2018,4,Australia,White Wine,medium,low,"""Syrah/Shiraz",Australia,Red Wine,medium,medium,,3.7,12,20.99
user_14,A to Z Rose Bubbles,4,Australia,White Wine,medium,low,Sparkling Rosé,US,Sparkling & Champagne,low,medium,12.5,3.9,48,18.99
user_14,19 Crimes Snoop Cali Red 2020,4,Australia,White Wine,medium,low,Other Red Blends,US,Red Wine,low,medium,0.0,4.3,126,13.99
user_14,Acinum Extra Dry Prosecco,4,Australia,White Wine,medium,low,"""Non-Vintage Sparkling Wine",US,Sparkling & Champagne,low,medium,,3.8,90,13.99
user_14,Acrobat Pinot Gris 2021,5,Australia,White Wine,medium,low,Pinot Gris/Grigio,US,White Wine,low,medium,13.0,4.3,17,12.99
user_14,19 Crimes Cabernet Sauvignon 2020,4,Australia,White Wine,medium,low,Cabernet Sauvignon,Australia,Red Wine,low,medium,0.0,3.9,68,10.99
user_15,A to Z Rose Bubbles,4,US,Red Wine,high,medium,Sparkling Rosé,US,Sparkling & Champagne,low,medium,12.5,3.9,48,18.99
user_15,19 Crimes Snoop Cali Red 2020,4,US,Red Wine,high,medium,Other Red Blends,US,Red Wine,low,medium,0.0,4.3,126,13.99
user_15,A to Z Essence Pinot Noir 2017,4,US,Red Wine,high,medium,Pinot Noir,US,Red Wine,medium,medium,13.8,3.9,7,24.99
user_15,19 Crimes Red Blend 2020,3,US,Red Wine,high,medium,Other Red Blends,Australia,Red Wine,low,medium,0.0,3.9,50,9.99
user_15,19 Crimes The Punishment Pinot Noir 2020,4,US,Red Wine,high,medium,Pinot Noir,Australia,Red Wine,low,medium,13.5,3.7,31,9.99
user_15,19 Crimes Snoop Cali Rose 2020,4,US,Red Wine,high,medium,Rosé,US,Red Wine,low,low,10.5,3.9,32,13.99
user_15,Acrobat Pinot Gris 2021,4,US,Red Wine,high,medium,Pinot Gris/Grigio,US,White Wine,low,medium,13.0,4.3,17,12.99
user_15,Abbazia di Novacella Kerner 2021,4,US,Red Wine,high,medium,"""Other White Wine",US,White Wine,medium,medium,,4.2,8,21.99
user_15,7 Deadly Zins Zinfandel 2018,4,US,Red Wine,high,medium,"""Zinfandel",US,Red Wine,low,medium,,3.8,18,14.99
user_15,Adami Garbel Brut Prosecco,4,US,Red Wine,high,medium,"""Non-Vintage Sparkling Wine",US,Sparkling & Champagne,low,medium,,4.1,72,15.99
user_15,Alcance Gran Reserva Carmenere 2015,4,US,Red Wine,high,medium,Carmenere,Chile,Red Wine,medium,high,14.5,3.9,24,25.99
user_15,Adami Bosco di Gica Prosecco Superiore,4,US,Red Wine,high,medium,"""Non-Vintage Sparkling Wine",US,Sparkling & Champagne,low,medium,,4.3,142,19.99
user_16,19 Crimes The Banished Dark Red 2020,4,US,Red Wine,low,medium,Other Red Blends,Australia,Red Wine,low,medium,0.0,4.2,32,16.99
user_16,Alcance Gran Reserva Carmenere 2015,4,US,Red Wine,low,medium,Carmenere,Chile,Red Wine,medium,high,14.5,3.9,24,25.99
user_16,Agua de Piedra Gran Seleccion Malbec 2021,5,US,Red Wine,low,medium,"""Malbec",US,Red Wine,low,medium,,4.9,23,14.99
user_16,Acinum Extra Dry Prosecco,4,US,Red Wine,low,medium,"""Non-Vintage Sparkling Wine",US,Sparkling & Champagne,low,medium,,3.8,90,13.99
user_16,12 Linajes Crianza 2014,4,US,Red Wine,low,medium,"""Tempranillo",Spain,Red Wine,medium,medium,,3.9,17,31.99
user_16,19 Crimes Snoop Cali Red 2020,5,US,Red Wine,low,medium,Other Red Blends,US,Red Wine,low,medium,0.0,4.3,126,13.99
user_16,19 Crimes The Uprising 2020,4,US,Red Wine,low,medium,Other Red Blends,Australia,Red Wine,low,medium,0.0,4.1,41,11.99
user_16,Adami Garbel Brut Prosecco,4,US,Red Wine,low,medium,"""Non-Vintage Sparkling Wine",US,Sparkling & Champagne,low,medium,,4.1,72,15.99
user_16,Abbazia di Novacella Kerner 2021,4,US,Red Wine,low,medium,"""Other White Wine",US,White Wine,medium,medium,,4.2,8,21.99
user_16,Adami Bosco di Gica Prosecco Superiore,5,US,Red Wine,low,medium,"""Non-Vintage Sparkling Wine",US,Sparkling & Champagne,low,medium,,4.3,142,19.99
user_16,Abacela Albarino 2021,4,US,Red Wine,low,medium,"""Albarino",US,White Wine,medium,medium,,3.4,6,21.99
user_16,Adriano Marco e Vittorio Sanadaive Barbaresco 2018,4,US,Red Wine,low,medium,"""Nebbiolo",US,Red Wine,medium,medium,,4.4,59,31.99
user_17,A to Z Essence Pinot Noir 2017,4,US,Red Wine,high,medium,Pinot Noir,US,Red Wine,medium,medium,13.8,3.9,7,24.99
user_17,19 Crimes The Block Sauvignon Blanc 2020,3,US,Red Wine,high,medium,Sauvignon Blanc,Australia,White Wine,low,medium,0.0,2.5,7,9.99
user_17,Adriano Marco e Vittorio Basarin Barbaresco 2018,5,US,Red Wine,high,medium,"""Nebbiolo",US,Red Wine,medium,medium,,4.4,56,32.99
user_17,Aix Rose 2021,3,US,Red Wine,high,medium,"""Rosé",US,Red Wine,medium,medium,,3.7,23,20.99
user_17,19 Crimes Red Blend 2020,4,US,Red Wine,high,medium,Other Red Blends,Australia,Red Wine,low,medium,0.0,3.9,50,9.99
user_17,Albino Rocca Barbaresco 2015,4,US,Red Wine,high,medium,"""Nebbiolo",US,Red Wine,high,medium,,3.7,5,52.99
user_17,19 Crimes Cabernet Sauvignon 2020,4,US,Red Wine,high,medium,Cabernet Sauvignon,Australia,Red Wine,low,medium,0.0,3.9,68,10.99
user_17,Adami Bosco di Gica Prosecco Superiore,5,US,Red Wine,high,medium,"""Non-Vintage Sparkling Wine",US,Sparkling & Champagne,low,medium,,4.3,142,19.99
user_17,1849 Anonymous Napa Valley Red 2017,4,US,Red Wine,high,medium,"""Other Red Blends",US,Red Wine,medium,medium,,3.9,9,42.99
user_17,Albert Bichot Bourgogne Vieilles Vignes Pinot Noir 2020,3,US,Red Wine,high,medium,"""Pinot Noir",France,Red Wine,medium,medium,,3.5,6,25.99
user_17,Albert Boxler Chasselas 2017,4,US,Red Wine,high,medium,"""Other White Wine",US,White Wine,medium,medium,,3.6,7,37.99
user_17,19 Crimes The Uprising 2020,4,US,Red Wine,high,medium,Other Red Blends,Australia,Red Wine,low,medium,0.0,4.1,41,11.99
user_18,12 Linajes Reserva 2012,3,US,Pink and Rosé,low,medium,"""Tempranillo",Spain,Red Wine,medium,medium,,3.9,33,39.99
user_18,Adami Bosco di Gica Prosecco Superiore,5,US,Pink and Rosé,low,medium,"""Non-Vintage Sparkling Wine",US,Sparkling & Champagne,low,medium,,4.3,142,19.99
user_18,12 Linajes Crianza 2014,4,US,Pink and Rosé,low,medium,"""Tempranillo",Spain,Red Wine,medium,medium,,3.9,17,31.99
user_18,1849 Anonymous Napa Valley Red 2017,3,US,Pink and Rosé,low,medium,"""Other Red Blends",US,Red Wine,medium,medium,,3.9,9,42.99
user_18,Abacela Albarino 2021,4,US,Pink and Rosé,low,medium,"""Albarino",US,White Wine,medium,medium,,3.4,6,21.99
user_18,Albert Bichot Cremant de Bourgogne Brut Reserve,4,US,Pink and Rosé,low,medium,"""Non-Vintage Sparkling Wine",France,Sparkling & Champagne,medium,medium,,3.9,25,26.99
user_19,1924 Sauvignon Blanc 2020,4,US,White Wine,medium,medium,Sauvignon Blanc,US,White Wine,low,medium,13.0,3.6,12,14.99
user_19,19 Crimes The Banished Dark Red 2020,4,US,White Wine,medium,medium,Other Red Blends,Australia,Red Wine,low,medium,0.0,4.2,32,16.99
user_19,14 Hands Cabernet Sauvignon 2018,3,US,White Wine,medium,medium,"""Cabernet Sauvignon",US,Red Wine,low,medium,,3.7,31,11.99
user_19,Adriano Marco e Vittorio Sanadaive Barbaresco 2018,4,US,White Wine,medium,medium,"""Nebbiolo",US,Red Wine,medium,medium,,4.4,59,31.99
user_19,Adami Bosco di Gica Prosecco Superiore,5,US,White Wine,medium,medium,"""Non-Vintage Sparkling Wine",US,Sparkling & Champagne,low,medium,,4.3,142,19.99
user_20,Alcance Gran Reserva Carmenere 2015,4,Spain,Red Wine,high,medium,Carmenere,Chile,Red Wine,medium,high,14.5,3.9,24,25.99
user_20,19 Crimes Red Blend 2020,4,Spain,Red Wine,high,medium,Other Red Blends,Australia,Red Wine,low,medium,0.0,3.9,50,9.99
user_20,19 Crimes The Uprising 2020,4,Spain,Red Wine,high,medium,Other Red Blends,Australia,Red Wine,low,medium,0.0,4.1,41,11.99
user_20,Aix Rose 2021,3,Spain,Red Wine,high,medium,"""Rosé",US,Red Wine,medium,medium,,3.7,23,20.99
user_20,Albert Bichot Cremant de Bourgogne Brut Rose,4,Spain,Red Wine,high,medium,"""Sparkling Rosé",France,Sparkling & Champagne,medium,medium,,4.1,30,39.99
user_20,1924 Scotch Barrel Aged Chardonnay 2018,4,Spain,Red Wine,high,medium,Chardonnay,US,White Wine,low,high,14.5,3.7,8,15.99
user_20,19 Crimes Snoop Cali Red 2020,5,Spain,Red Wine,high,medium,Other Red Blends,US,Red Wine,low,medium,0.0,4.3,126,13.99
user_21,Adami Bosco di Gica Prosecco Superiore,4,Chile,Red Wine,high,medium,"""Non-Vintage Sparkling Wine",US,Sparkling & Champagne,low,medium,,4.3,142,19.99
user_21,19 Crimes Cabernet Sauvignon 2020,4,Chile,Red Wine,high,medium,Cabernet Sauvignon,Australia,Red Wine,low,medium,0.0,3.9,68,10.99
user_21,7 Deadly Zins Zinfandel 2018,4,Chile,Red Wine,high,medium,"""Zinfandel",US,Red Wine,low,medium,,3.8,18,14.99
user_21,19 Crimes Snoop Cali Red 2020,4,Chile,Red Wine,high,medium,Other Red Blends,US,Red Wine,low,medium,0.0,4.3,126,13.99
user_21,1000 Stories Bourbon Barrel Aged Gold Rush Red 2018,4,Chile,Red Wine,high,medium,Other Red Blends,US,Red Wine,low,high,14.5,3.7,12,19.99
user_22,19 Crimes Cabernet Sauvignon 2020,4,US,Red Wine,medium,medium,Cabernet Sauvignon,Australia,Red Wine,low,medium,0.0,3.9,68,10.99
user_22,Adami Bosco di Gica Prosecco Superiore,4,US,Red Wine,medium,medium,"""Non-Vintage Sparkling Wine",US,Sparkling & Champagne,low,medium,,4.3,142,19.99
user_22,Achaval-Ferrer Mendoza Cabernet Sauvignon 2018,3,US,Red Wine,medium,medium,"""Cabernet Sauvignon",US,Red Wine,low,medium,,3.6,7,18.99
user_22,12 Linajes Crianza 2014,4,US,Red Wine,medium,medium,"""Tempranillo",Spain,Red Wine,medium,medium,,3.9,17,31.99
user_22,19 Crimes Snoop Cali Red 2020,5,US,Red Wine,medium,medium,Other Red Blends,US,Red Wine,low,medium,0.0,4.3,126,13.99
user_23,Acinum Extra Dry Prosecco,4,Argentina,Red Wine,high,medium,"""Non-Vintage Sparkling Wine",US,Sparkling & Champagne,low,medium,,3.8,90,13.99
user_23,19 Crimes Hard Chard 2021,3,Argentina,Red Wine,high,medium,Chardonnay,Australia,White Wine,medium,high,14.0,3.0,13,20.99
user_23,Adami Bosco di Gica Prosecco Superiore,5,Argentina,Red Wine,high,medium,"""Non-Vintage Sparkling Wine",US,Sparkling & Champagne,low,medium,,4.3,142,19.99
user_23,1924 Double Black Red Blend 2020,4,Argentina,Red Wine,high,medium,Other Red Blends,US,Red Wine,low,medium,0.0,4.3,9,11.99
user_23,14 Hands Cabernet Sauvignon 2018,3,Argentina,Red Wine,high,medium,"""Cabernet Sauvignon",US,Red Wine,low,medium,,3.7,31,11.99
user_23,1924 Sauvignon Blanc 2020,4,Argentina,Red Wine,high,medium,Sauvignon Blanc,US,White Wine,low,medium,13.0,3.6,12,14.99
user_23,19 Crimes Snoop Cali Rose 2020,4,Argentina,Red Wine,high,medium,Rosé,US,Red Wine,low,low,10.5,3.9,32,13.99
user_24,Adriano Marco e Vittorio Basarin Barbaresco 2018,5,Spain,Red Wine,low,medium,"""Nebbiolo",US,Red Wine,medium,medium,,4.4,56,32.99
